username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
ElmaShaji_,,,126,154,6938,2013-08-16 23:43:43,2020-08-04 23:59:50,2260,"Unfathomable level of destruction in #Beirut. The city has overcome war, invasions, earthquakes and today’s explosion is within than magnitude.

More than 50 dead, 3000 injured. A humanitarian, political, environmental tragedy unfolding as we speak: 
https://t.co/EwNZxrunCA","[{'text': 'Beirut', 'indices': [54, 61]}]"
rebeccaaannee,I was never really that good at these kinds of things anyway (she/her) #blacklivesmatter,"Austin, TX",255,364,7378,2011-06-28 23:35:24,2020-08-04 23:59:50,0,This thread spells out some of the concerns with trying to help/donate to Lebanon but keep trying!!! https://t.co/bhbY8K4xhN,[]
daleen_elshaer,,"Washington, DC",295,866,10074,2009-01-15 02:10:24,2020-08-04 23:59:50,31025,"Tonight people in Beirut are going to sleep in shattered homes, during a deadly pandemic, with a collapsing economy led by corrupt politicians, surrounded by countries that have attacked &amp; threatened them and a world that has abandoned them and their refugees. They deserve better",[]
Hasan_Azri,"Your words are more like illustrations
toss your head back, but I know you'll stay a while...


‎‎","Kuala Lumpur City, Kuala Lumpu",257,81,2256,2013-09-28 06:17:44,2020-08-04 23:59:50,13364,my heart is aching looking at these photos in Beirut. I have read from a lot of people that petitions aren’t effective and donations can result in a dramatic exchange decrease. Can someone share with me direct information about how we can help most effectively and immediately?,[]
ladaanxo,,London and Sheffield,1129,1471,73243,2009-12-06 19:07:17,2020-08-04 23:59:50,7931,May Allah make it easy and protect the people of Beirut ❤️ https://t.co/bfK4mv6f4w,[]
MoDeGOAT,“Different Animal Same Beast” KOBE  #BigGoatFatherOfLilGoat #DeGOAT #Taken #ComeGetMe #AllAboutMoney #WorkGoat #GOATGang #BigMorgan #LilMorgan,"Oxon Hill, MD",520,141,22927,2017-02-06 06:57:27,2020-08-04 23:59:49,123,"UPDATE: At least 10 people were killed by an explosion in #Beirut 

▪️ The cause and total casualties are unknown
▪️ ""Dozens"" wounded, say officials
▪️ Witnesses report people hit by flying glass, debris
▪️ Explosion heard 150 miles away in Cyprus https://t.co/uKxVMYvB20","[{'text': 'Beirut', 'indices': [79, 86]}]"
celestteee__,the softest bitch you’ll ever meet,"Miami, FL",191,261,13688,2015-12-04 20:16:07,2020-08-04 23:59:49,649,"I’m sick. Lebanon can not take one catastrophe. 💔 From my sister in-law, some photos of the immediate aftermath of the explosion in Beirut: https://t.co/iSPKnhAtw0",[]
adelinarosaa,daniel atau jeffrey au dah pusing,,409,570,36770,2009-11-01 04:13:35,2020-08-04 23:59:49,33750,"lebanon resources: (how to help, what’s happening, etc)",[]
bigbabyJamaican,Keeping it 2 Virgils since 1995,Jamaican from New YORK!,560,366,87734,2019-01-02 17:34:36,2020-08-04 23:59:49,21593,Terrifying video from a guy driving his car while filming the Beirut explosion...https://t.co/0XpfqCw22L,[]
kissytete,#TAEHYUNG: little boy imnida,syd🇦🇺 | 20,311,182,11778,2012-10-19 05:35:05,2020-08-04 23:59:49,404,"please see if you can educate, donate, and spread awareness on the situation in lebanon 
🔗 https://t.co/26wI6mKI7t
🔗 https://t.co/LNMMNdllvj
🔗 https://t.co/KANNfvsHkr
🔗 https://t.co/8aLWVwkUcl",[]
Crushman_109,🇯🇵×🇹🇭 月々の支払いでなにも残りません。,,605,671,17116,2014-07-12 13:38:38,2020-08-04 23:59:49,58389,Explosion in #Beirut #Lebanon - view from Annahar building. Praying for everyone’s safety 🙏🏼😓 https://t.co/Zf6fXaahUq,"[{'text': 'Beirut', 'indices': [30, 37]}, {'text': 'Lebanon', 'indices': [38, 46]}]"
m0MMywR3ck3r,ex-bisexual,Under these bitches skin,291,483,6577,2014-09-02 19:48:31,2020-08-04 23:59:49,62375,"a thread to summarize what's happening in lebanon. please link petitions and donation links below, do whatever you can to help. https://t.co/ovVBGJeagT",[]
chambieburrito,“I love all of you so much and I’m so grateful for all of you” -Emma,,257,178,688,2020-05-19 22:11:20,2020-08-04 23:59:49,60,"a thread on what’s going on in lebanon and how u can help! 
please share!",[]
missyoux1d,"#𝐙𝐀𝐘𝐍 : 𝓳𝓾𝓼𝓽 𝓬𝓵𝓸𝓼𝓮 𝔂𝓸𝓾𝓻 𝓮𝔂𝓮𝓼 𝓪𝓷𝓭 𝓮𝓷𝓳𝓸𝔂 𝓽𝓱𝓮 𝓻𝓸𝓵𝓵𝓮𝓻 𝓬𝓸𝓪𝓼𝓽𝓮𝓻 𝓽𝓱𝓪𝓽 𝓲𝓼 𝓵𝓲𝓯𝓮 :) 𝔁


|| she/her","London, England",450,368,1106,2020-07-02 04:32:21,2020-08-04 23:59:49,59095,petitions have no effect in lebanon. their government doesn’t care. let me explain a couple things,[]
onikasf1,Will drag for Nicki Nicki Minaj followed on 8/4/19❤️❤️😭😍,,340,296,22353,2019-03-15 14:27:21,2020-08-04 23:59:49,28496,"my heart, strength and condolences are with Lebanon and everyone affected by this tragedy. 
please support / donate if you’re able to, i will be doing so too. https://t.co/8ACJFzxl69",[]
syifarannisa,"my life is none of your business, i do my own business👀",,388,932,20255,2012-04-08 04:46:34,2020-08-04 23:59:49,56170,"My brother sent me this, we live 10 KM away from the explosion site and the glass of our bldgs got shattered. 
#Lebanon https://t.co/MPByBc673m","[{'text': 'Lebanon', 'indices': [128, 136]}]"
insulin_queen,INFJ ✌🏻,"Meggen, Schweiz",248,223,6956,2009-03-22 05:50:03,2020-08-04 23:59:49,66109,"you can DONATE to the Beirut local ambulance service by downloading the Lebanese Red Cross app &amp; signing up. then: 
- select a one time or monthly payment &amp; the amount (min $2) 
- select any local ambulance station in Beirut (see map) 
- donate https://t.co/v6HiCuNCrR",[]
Crystal__1523,don’t worry bout it sweetheart,,95,82,7664,2018-10-08 13:06:58,2020-08-04 23:59:49,1578,"My prayers go out to the citizens of Beirut, and God bless and keep you.💔😢😿 #Beirut https://t.co/ocQG7jWkf0","[{'text': 'Beirut', 'indices': [91, 98]}]"
mrburkemath,"Author: ""In A Flash 2020"", from eSpec Books
Also, a NYC public HS math teacher, who sometimes makes little geeky math comics
Cowrote GURPS Autoduel 2nd edition",NYC,338,873,37235,2010-05-19 13:18:56,2020-08-04 23:59:49,0,"@carcombat @winterinformal Good memory. I recall when we were compiling ""history"" that the Beirut thing had already passed. I think I mentioned that in the Designer Notes article. 
98 was still two years away, and that was the ""unofficial"" divergence point, since it was less important.",[]
USConsulateMTY,"Twitter oficial del Consulado General de Estados Unidos Monterrey, NL Mexico
William H. Duncan | Consul General | #CGDuncan",Monterrey,403,9735,11318,2011-02-17 15:07:34,2020-08-04 23:59:49,6085,I’d like to extend my deepest condolences to all those affected by the massive explosion at the port of Beirut on August 4. We are monitoring and stand ready to assist the people of Lebanon as they recover from this horrible tragedy.,[]
VenusL14,hello / fan account,czechia,831,718,14220,2015-09-23 12:53:09,2020-08-04 23:59:49,3754,https://t.co/XyDSTDUjZK #Beirut needs our help!! 🙏🏽❤️ praying for everyone,"[{'text': 'Beirut', 'indices': [39, 46]}]"
celina_gonzales,(^｡^),"Oceanside, CA",92,58,241,2017-05-29 03:18:42,2020-08-04 23:59:49,6487,"UPDATE: Lebanon’s health ministry says the death toll from the #Beirut explosion rose to at least 78.

Nearly 4,000 people were injured.

About 2,750 tons of ammonium nitrate was being stored near the blast site without safety measures, the PM said, calling it “unacceptable.” https://t.co/qx2GrPeMo7","[{'text': 'Beirut', 'indices': [75, 82]}]"
BtsVwePurpleU,💜 i'm a V stan 💜 bear in mind 💜💜💜,Republic of Korea,180,36,19207,2020-04-14 16:40:51,2020-08-04 23:59:49,10308,ALL HOSPITALS IN BEIRUT ARE FULLY OCCUPIED!!! IF YOU KNOW SOMEONE WHO’S INJURED TAKE THEM DIRECTLY TO A HOSPITAL OUTSIDE OF BEIRUT,[]
cheesemochi_96,"Illustrator, cat lover, a girl that needs a piece of cheese cake. Dm me for any inquiries  #followback", dreamland,13443,12410,41097,2012-07-08 05:31:03,2020-08-04 23:59:49,28496,"my heart, strength and condolences are with Lebanon and everyone affected by this tragedy. 
please support / donate if you’re able to, i will be doing so too. https://t.co/8ACJFzxl69",[]
lordandsavioryg,#BlackLivesMatter,,283,48,28285,2018-04-06 13:35:04,2020-08-04 23:59:49,103,"Help families in need:
🔗https://t.co/Q2EmtVJtFo

If you're from Beirut donate blood (all types needed) to @DSCLebanon https://t.co/QXYCmdxQZH",[]
armyyyddaeng,𝘽𝙏𝙎⟭⟬ 𝙭 𝘼𝙍𝙈𝙔⟬⟭ 𝔽𝔸ℕ 𝔸ℂℂ𝕆𝕌ℕ𝕋 ᴮᵀˢ ᶦˢ ᵐʸ ˢᵃᶠᵉˢᵗ ᵖˡᵃᶜᵉ ⒶⓇⓂⓎ ⓢⓘⓝⓒⓔ ②⓪①⑨ ʸᵒᵘʳ ᵐᵉᵈᵗᵉᶜʰ ᵘⁿⁿᶦᵉ,PH 🇵🇭,1345,1036,1695,2020-05-30 14:29:58,2020-08-04 23:59:49,0,My prayers are with our brothers and sisters from Lebanon 💜 You’ll get through this 💜💜 Stay safe always ✨ #PrayForLebanon,"[{'text': 'PrayForLebanon', 'indices': [106, 121]}]"
oluwa10iolaa,"Student||Engineer||Entrepreneur
. 
.
.
a mess","Lagos, Nigeria",414,454,1785,2019-04-02 17:28:14,2020-08-04 23:59:49,487,While praying for #Beirut please don't forget to pray for #SouthernKadunaMassacre 🙏🏾🙏🏾 https://t.co/ljf2zJRWYi,"[{'text': 'Beirut', 'indices': [34, 41]}, {'text': 'SouthernKadunaMassacre', 'indices': [74, 97]}]"
onedsunshawnie,ᴏᴛ5 ▪︎ ᴅᴇᴍɪ ▪︎ ꜱʜᴀᴡɴ▪︎ ғʀɪᴇɴᴅꜱ ▪︎ ʜᴀʟꜱᴇʏ ▪︎ ᴀʟᴇꜱꜱɪᴀ • ᴛʀᴏʏᴇ ▪︎ ʟᴀᴜʀᴇɴ ▪︎ ᴊʙ ▪︎ ʙ99 ▪︎ ᴛʜᴇ1975 ▪︎ ʟᴀɴᴀ,princess park,1396,1267,40009,2016-01-06 23:47:12,2020-08-04 23:59:49,13364,my heart is aching looking at these photos in Beirut. I have read from a lot of people that petitions aren’t effective and donations can result in a dramatic exchange decrease. Can someone share with me direct information about how we can help most effectively and immediately?,[]
NunyaBi69212988,Yanks - Giants - Knicks,Nyc,109,42,9065,2018-01-15 02:04:26,2020-08-04 23:59:49,21593,Terrifying video from a guy driving his car while filming the Beirut explosion...https://t.co/0XpfqCw22L,[]
dhnmvf,men r trash but i’m actually simping on kevin and joji 🤩,,759,888,16821,2016-03-23 10:47:39,2020-08-04 23:59:49,75893,"tw//death, explosions 

what's happening in Lebanon atm :",[]
Denise_D_W,"Mom of 4 voters, Get Outdoors, #Resist #BlueWave #FamiliesBelongTogether #VoteDem #PRU member",,5613,5443,23254,2016-05-18 02:12:17,2020-08-04 23:59:49,23487,"BREAKING: Lebanese Prime Minister says #Beirut explosions caused by an estimated 2,750 tons of ammonium nitrate left unsecured for 6 years in a warehouse. He vows to punish officials responsible. 50+ dead, 3,000 injured, hospitals overwhelmed.","[{'text': 'Beirut', 'indices': [57, 64]}]"
shewantthegvcci,If and when I offend please remember I’m joking 😇 and idc | 1/4 of @weeklywafflepod • photography (instagram): @agvccivisual • https://t.co/MwqVARjNsL |,Wherever you want me to be,328,450,14391,2015-05-07 22:46:17,2020-08-04 23:59:49,602,"May Allah grant those who were killed, Jannah al Firdaws and bring peace to all those who have been inured in the explosion in Beirut, Lebanon.

 https://t.co/o2qNzngVnJ",[]
jinsmiIes,#진 ☽ ➳: 𝐘𝐨𝐮𝐫 𝐩𝐫𝐞𝐬𝐞𝐧𝐜𝐞 𝐜𝐚𝐧 𝐠𝐢𝐯𝐞 𝐡𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬. 𝐈 𝐡𝐨𝐩𝐞 𝐲𝐨𝐮 𝐫𝐞𝐦𝐞𝐦𝐛𝐞𝐫 𝐭𝐡𝐚𝐭. ♥,she/her,261,153,718,2019-07-07 15:20:21,2020-08-04 23:59:49,89346,how you can help lebanon; a thread,[]
mnlbreakdown,🗝️,,50,8,96,2019-09-21 20:28:55,2020-08-04 23:59:49,60,Pray for Beirut 🙏,[]
risadiahlestari,Rise. Imagine. Shine. Assalamualaikum.,"East Java, Indonesia",89,313,9672,2011-03-13 07:22:48,2020-08-04 23:59:49,11315,"BREAKING — Director-General of the Lebanese Public Security: What happened [in Beirut] is not a fireworks explosion, but a high-explosive material that was confiscated for years  — Al Jazeera",[]
ElPrezAU,"Former games critic of 10+ years. Previously PC Powerplay, Hyper and others. Board gamer. Obsessed miniature painter. UX specialist. Kingstons are bad biscuit.",Melbourne,1089,3343,225953,2009-04-01 22:03:59,2020-08-04 23:59:49,124,"Shocked and saddened by the massive explosion in Beirut. Our hearts go out to all affected &amp; to all Lebanese Australians worried for loved ones today. If you need urgent help, call +61 2 6261 3305. For info follow @Smartraveller",[]
TheOnlyElista,"Torn up, busted, taken apart",,412,1969,96265,2016-11-02 11:27:15,2020-08-04 23:59:49,4143,"2,750 tons of ammonium nitrate left unsecured in a warehouse. many lost their lives in a split second. my prayers go out to lebanon. #beirut https://t.co/HcKnV9YclX",[]
kkwonde,svt;trejo;dreamies;random enthusiast♡´･ᴗ･`♡,,1083,582,7035,2017-12-17 09:10:28,2020-08-04 23:59:49,231116,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
hazel_magazine,"24-hour rolling worldwide news, get the latest breaking news in politics, fashion, health, beauty, business, travel, technology, celebrities, space.",United States,16,419,444,2019-03-21 03:54:53,2020-08-04 23:59:49,0,#Beirutexplosion.. #Hezbollah's missile storage is behind the accident https://t.co/eoji2tnXH1,"[{'text': 'Beirutexplosion', 'indices': [0, 16]}, {'text': 'Hezbollah', 'indices': [19, 29]}]"
babyjdm359,พี่รู้พี่มือมัน,,68,54,4819,2020-05-27 15:06:51,2020-08-04 23:59:49,4143,"2,750 tons of ammonium nitrate left unsecured in a warehouse. many lost their lives in a split second. my prayers go out to lebanon. #beirut https://t.co/HcKnV9YclX",[]
hadarahkok,🌟,33,740,150,429,2017-07-30 05:03:18,2020-08-04 23:59:49,29801,"carrds to educate yourself on what’s happening in lebanon, please check them out:",[]
liberalgoddess,A disabled USAF veteran #IAmTheResistance  Ask me for #VoterInformation #Resist The occasional fangirl tweet #FBR #VetsResist Blocked by @DLoesch #Arizona,United States,10028,9183,102817,2009-02-18 15:47:03,2020-08-04 23:59:49,2716,Lebanon’s pm says 2750 TONS of stored ammonium nitrate (like a huge fertilizer bomb) ripped through Beirut. Now concerns about fumes in a city with blown out windows and doors.,[]
billieultimajo,losing shades and flickering colors only fragments and broken pieces to make up a disfigured picture new and incomplete not one or the other simply yet another,On the way BTS paved,198,407,182039,2012-07-13 03:22:35,2020-08-04 23:59:49,48970,ways to help lebanon: a thread,[]
dhiradahni,hai! nice to meet you! •minimalism•coffee•starbucks•,"Denpasar,Bali",291,250,3476,2013-02-13 10:46:08,2020-08-04 23:59:49,8166,"The photographer who trying to document this video he died 💔

Pray for Lebanon .

 #Beirut  #بيروت https://t.co/HNWQPSFXHT","[{'text': 'Beirut', 'indices': [102, 109]}, {'text': 'بيروت', 'indices': [111, 117]}]"
jordandewald,Follow me long and you'll know 1. I ❤ @brockdewald and when he sings 2. Mama to J (11) & Bets (9) 3. I like good music 4. I fight MS 5. Jesus loves you,"Burleson, TX",479,177,4263,2009-02-16 20:55:54,2020-08-04 23:59:49,105,"Heartbreaking images out of #Beirut tonight... 

Follow the latest here: https://t.co/m6HRPBNByo #BeirutBlast https://t.co/xkvT36umVS","[{'text': 'Beirut', 'indices': [48, 55]}, {'text': 'BeirutBlast', 'indices': [117, 129]}]"
adrxnicolee,the carousel never stops turning,Bay area ,374,405,6047,2019-08-08 06:31:27,2020-08-04 23:59:49,7,pray for lebanon,[]
NoorlBTS,"I love BTS btw~💜🇵🇰                                                                 
       Where there is hope, there is always hardship ~ SEA🌊
MOTS : 7",MAGIC SHOP🌌,192,130,8142,2020-04-12 22:30:15,2020-08-04 23:59:49,731,"Lebanon, the world is with you. ❤️💔",[]
noturcupoft3a,,she/her,66,5,1315,2020-07-08 21:38:12,2020-08-04 23:59:49,25068,"if you want to help lebanon, don't sign any petitions or donate under random websites because it is USELESS ‼ (confirming this as a citizen in lebanon). instead please donate to the lebanese red cross",[]
acmrezza,Line ID : mrezza91,,348,158,1830,2013-03-17 12:13:43,2020-08-04 23:59:49,2001,"This is a video that I received from another angle - the person who shot it is OK. 

Remember; many people usually jog/walk on the Beirut waterfront (close to the explosion).

Many people thought they just were documenting a big fire in the sea port. #Lebanon #beirutblast https://t.co/CpuUgKAvLV",[]
meltsmelts,22 - she/her - art blog meltesh28 - daily4taro - 🚫please DO NOT repost 请不要搬运🚫 FGEP https://t.co/bwad6vGrZ4 JWQS https://t.co/CT6Z0QkMcp RUZHUI https://t.co/9g6Sdno7S2,Singapore,471,32107,96729,2012-02-27 11:33:26,2020-08-04 23:59:49,118622,Petitions don’t work in the Middle East so instead here is a thread of donation links specifically to help those in Lebanon!!!! Please share and donate if you can!!!!,[]
